STATE,COUNTY,FIPS,NAICS2017,NAICS2017_LABEL,est_beds,est_patients
12,131,12131,6233,Continuing care retirement communities and assisted living facilities for the elderly,72,59
12,133,12133,6233,Continuing care retirement communities and assisted living facilities for the elderly,27,22
13,13,13013,6233,Continuing care retirement communities and assisted living facilities for the elderly,188,153
13,15,13015,6233,Continuing care retirement communities and assisted living facilities for the elderly,107,87
13,21,13021,6233,Continuing care retirement communities and assisted living facilities for the elderly,834,679
13,31,13031,6233,Continuing care retirement communities and assisted living facilities for the elderly,900,733
13,45,13045,6233,Continuing care retirement communities and assisted living facilities for the elderly,347,283
13,51,13051,6233,Continuing care retirement communities and assisted living facilities for the elderly,1291,1052
13,57,13057,6233,Continuing care retirement communities and assisted living facilities for the elderly,773,630
13,59,13059,6233,Continuing care retirement communities and assisted living facilities for the elderly,235,191
13,63,13063,6233,Continuing care retirement communities and assisted living facilities for the elderly,350,285
13,67,13067,6233,Continuing care retirement communities and assisted living facilities for the elderly,3266,2661
13,69,13069,6233,Continuing care retirement communities and assisted living facilities for the elderly,117,95
13,71,13071,6233,Continuing care retirement communities and assisted living facilities for the elderly,135,110
13,73,13073,6233,Continuing care retirement communities and assisted living facilities for the elderly,631,514
13,75,13075,6233,Continuing care retirement communities and assisted living facilities for the elderly,42,34
13,77,13077,6233,Continuing care retirement communities and assisted living facilities for the elderly,232,189
13,89,13089,6233,Continuing care retirement communities and assisted living facilities for the elderly,3546,2889
13,95,13095,6233,Continuing care retirement communities and assisted living facilities for the elderly,239,195
13,97,13097,6233,Continuing care retirement communities and assisted living facilities for the elderly,169,138
13,107,13107,6233,Continuing care retirement communities and assisted living facilities for the elderly,88,72
13,113,13113,6233,Continuing care retirement communities and assisted living facilities for the elderly,437,356
13,115,13115,6233,Continuing care retirement communities and assisted living facilities for the elderly,212,173
13,117,13117,6233,Continuing care retirement communities and assisted living facilities for the elderly,639,521
13,121,13121,6233,Continuing care retirement communities and assisted living facilities for the elderly,4767,3884
13,127,13127,6233,Continuing care retirement communities and assisted living facilities for the elderly,283,231
13,133,13133,6233,Continuing care retirement communities and assisted living facilities for the elderly,71,58
13,135,13135,6233,Continuing care retirement communities and assisted living facilities for the elderly,1946,1585
13,139,13139,6233,Continuing care retirement communities and assisted living facilities for the elderly,841,685
13,151,13151,6233,Continuing care retirement communities and assisted living facilities for the elderly,244,199
13,153,13153,6233,Continuing care retirement communities and assisted living facilities for the elderly,805,656
13,157,13157,6233,Continuing care retirement communities and assisted living facilities for the elderly,266,217
13,175,13175,6233,Continuing care retirement communities and assisted living facilities for the elderly,206,168
13,185,13185,6233,Continuing care retirement communities and assisted living facilities for the elderly,224,182
13,187,13187,6233,Continuing care retirement communities and assisted living facilities for the elderly,53,43
13,189,13189,6233,Continuing care retirement communities and assisted living facilities for the elderly,33,27
13,207,13207,6233,Continuing care retirement communities and assisted living facilities for the elderly,64,52
13,211,13211,6233,Continuing care retirement communities and assisted living facilities for the elderly,32,26
13,215,13215,6233,Continuing care retirement communities and assisted living facilities for the elderly,1026,836
13,227,13227,6233,Continuing care retirement communities and assisted living facilities for the elderly,67,55
13,245,13245,6233,Continuing care retirement communities and assisted living facilities for the elderly,372,303
13,247,13247,6233,Continuing care retirement communities and assisted living facilities for the elderly,253,206
13,255,13255,6233,Continuing care retirement communities and assisted living facilities for the elderly,120,98
13,261,13261,6233,Continuing care retirement communities and assisted living facilities for the elderly,331,270
13,267,13267,6233,Continuing care retirement communities and assisted living facilities for the elderly,20,16
13,279,13279,6233,Continuing care retirement communities and assisted living facilities for the elderly,95,77
13,291,13291,6233,Continuing care retirement communities and assisted living facilities for the elderly,61,50
13,293,13293,6233,Continuing care retirement communities and assisted living facilities for the elderly,47,38
13,297,13297,6233,Continuing care retirement communities and assisted living facilities for the elderly,477,389
13,299,13299,6233,Continuing care retirement communities and assisted living facilities for the elderly,569,464
13,305,13305,6233,Continuing care retirement communities and assisted living facilities for the elderly,18,15
13,313,13313,6233,Continuing care retirement communities and assisted living facilities for the elderly,139,113
13,317,13317,6233,Continuing care retirement communities and assisted living facilities for the elderly,65,53
15,1,15001,6233,Continuing care retirement communities and assisted living facilities for the elderly,125,102
15,3,15003,6233,Continuing care retirement communities and assisted living facilities for the elderly,2675,2179
16,1,16001,6233,Continuing care retirement communities and assisted living facilities for the elderly,2590,2110
16,5,16005,6233,Continuing care retirement communities and assisted living facilities for the elderly,455,371
16,11,16011,6233,Continuing care retirement communities and assisted living facilities for the elderly,215,175
16,17,16017,6233,Continuing care retirement communities and assisted living facilities for the elderly,283,231
16,19,16019,6233,Continuing care retirement communities and assisted living facilities for the elderly,906,738
16,27,16027,6233,Continuing care retirement communities and assisted living facilities for the elderly,561,457
16,31,16031,6233,Continuing care retirement communities and assisted living facilities for the elderly,95,77
16,39,16039,6233,Continuing care retirement communities and assisted living facilities for the elderly,36,29
16,45,16045,6233,Continuing care retirement communities and assisted living facilities for the elderly,138,112
16,47,16047,6233,Continuing care retirement communities and assisted living facilities for the elderly,115,94
16,53,16053,6233,Continuing care retirement communities and assisted living facilities for the elderly,96,78
16,55,16055,6233,Continuing care retirement communities and assisted living facilities for the elderly,1223,996
16,67,16067,6233,Continuing care retirement communities and assisted living facilities for the elderly,50,41
16,69,16069,6233,Continuing care retirement communities and assisted living facilities for the elderly,445,363
16,75,16075,6233,Continuing care retirement communities and assisted living facilities for the elderly,108,88
16,83,16083,6233,Continuing care retirement communities and assisted living facilities for the elderly,832,678
16,87,16087,6233,Continuing care retirement communities and assisted living facilities for the elderly,49,40
17,1,17001,6233,Continuing care retirement communities and assisted living facilities for the elderly,585,477
17,19,17019,6233,Continuing care retirement communities and assisted living facilities for the elderly,646,526
17,27,17027,6233,Continuing care retirement communities and assisted living facilities for the elderly,288,235
17,29,17029,6233,Continuing care retirement communities and assisted living facilities for the elderly,239,195
17,31,17031,6233,Continuing care retirement communities and assisted living facilities for the elderly,11636,9480
17,37,17037,6233,Continuing care retirement communities and assisted living facilities for the elderly,281,229
17,43,17043,6233,Continuing care retirement communities and assisted living facilities for the elderly,3998,3257
17,49,17049,6233,Continuing care retirement communities and assisted living facilities for the elderly,325,265
17,67,17067,6233,Continuing care retirement communities and assisted living facilities for the elderly,52,42
17,73,17073,6233,Continuing care retirement communities and assisted living facilities for the elderly,190,155
17,75,17075,6233,Continuing care retirement communities and assisted living facilities for the elderly,272,222
17,81,17081,6233,Continuing care retirement communities and assisted living facilities for the elderly,114,93
17,89,17089,6233,Continuing care retirement communities and assisted living facilities for the elderly,1328,1082
17,91,17091,6233,Continuing care retirement communities and assisted living facilities for the elderly,307,250
17,95,17095,6233,Continuing care retirement communities and assisted living facilities for the elderly,169,138
17,97,17097,6233,Continuing care retirement communities and assisted living facilities for the elderly,2444,1991
17,99,17099,6233,Continuing care retirement communities and assisted living facilities for the elderly,265,216
17,103,17103,6233,Continuing care retirement communities and assisted living facilities for the elderly,130,106
17,105,17105,6233,Continuing care retirement communities and assisted living facilities for the elderly,339,276
17,107,17107,6233,Continuing care retirement communities and assisted living facilities for the elderly,162,132
17,109,17109,6233,Continuing care retirement communities and assisted living facilities for the elderly,284,231
17,111,17111,6233,Continuing care retirement communities and assisted living facilities for the elderly,626,510
17,113,17113,6233,Continuing care retirement communities and assisted living facilities for the elderly,587,478
17,115,17115,6233,Continuing care retirement communities and assisted living facilities for the elderly,715,582
17,117,17117,6233,Continuing care retirement communities and assisted living facilities for the elderly,18,15
17,119,17119,6233,Continuing care retirement communities and assisted living facilities for the elderly,915,745
17,133,17133,6233,Continuing care retirement communities and assisted living facilities for the elderly,68,55
17,137,17137,6233,Continuing care retirement communities and assisted living facilities for the elderly,116,95
17,139,17139,6233,Continuing care retirement communities and assisted living facilities for the elderly,66,54
17,141,17141,6233,Continuing care retirement communities and assisted living facilities for the elderly,222,181
17,143,17143,6233,Continuing care retirement communities and assisted living facilities for the elderly,735,599
17,161,17161,6233,Continuing care retirement communities and assisted living facilities for the elderly,419,341
17,163,17163,6233,Continuing care retirement communities and assisted living facilities for the elderly,391,319
17,167,17167,6233,Continuing care retirement communities and assisted living facilities for the elderly,925,754
17,177,17177,6233,Continuing care retirement communities and assisted living facilities for the elderly,185,151
17,179,17179,6233,Continuing care retirement communities and assisted living facilities for the elderly,640,521
17,183,17183,6233,Continuing care retirement communities and assisted living facilities for the elderly,112,91
17,195,17195,6233,Continuing care retirement communities and assisted living facilities for the elderly,230,187
17,197,17197,6233,Continuing care retirement communities and assisted living facilities for the elderly,933,760
17,199,17199,6233,Continuing care retirement communities and assisted living facilities for the elderly,311,253
17,201,17201,6233,Continuing care retirement communities and assisted living facilities for the elderly,755,615
17,203,17203,6233,Continuing care retirement communities and assisted living facilities for the elderly,376,306
18,3,18003,6233,Continuing care retirement communities and assisted living facilities for the elderly,2755,2244
18,5,18005,6233,Continuing care retirement communities and assisted living facilities for the elderly,250,204
18,11,18011,6233,Continuing care retirement communities and assisted living facilities for the elderly,259,211
18,17,18017,6233,Continuing care retirement communities and assisted living facilities for the elderly,30,24
18,19,18019,6233,Continuing care retirement communities and assisted living facilities for the elderly,533,434
18,27,18027,6233,Continuing care retirement communities and assisted living facilities for the elderly,225,183
18,35,18035,6233,Continuing care retirement communities and assisted living facilities for the elderly,527,429
18,39,18039,6233,Continuing care retirement communities and assisted living facilities for the elderly,1123,915
18,43,18043,6233,Continuing care retirement communities and assisted living facilities for the elderly,32,26
18,53,18053,6233,Continuing care retirement communities and assisted living facilities for the elderly,265,216
18,57,18057,6233,Continuing care retirement communities and assisted living facilities for the elderly,1441,1174
18,59,18059,6233,Continuing care retirement communities and assisted living facilities for the elderly,102,83
18,61,18061,6233,Continuing care retirement communities and assisted living facilities for the elderly,58,47
18,63,18063,6233,Continuing care retirement communities and assisted living facilities for the elderly,277,226
18,67,18067,6233,Continuing care retirement communities and assisted living facilities for the elderly,220,179
18,69,18069,6233,Continuing care retirement communities and assisted living facilities for the elderly,716,583
18,71,18071,6233,Continuing care retirement communities and assisted living facilities for the elderly,388,316
18,81,18081,6233,Continuing care retirement communities and assisted living facilities for the elderly,1713,1396
18,89,18089,6233,Continuing care retirement communities and assisted living facilities for the elderly,2355,1919
18,91,18091,6233,Continuing care retirement communities and assisted living facilities for the elderly,247,201
18,95,18095,6233,Continuing care retirement communities and assisted living facilities for the elderly,283,231
18,97,18097,6233,Continuing care retirement communities and assisted living facilities for the elderly,2377,1936
18,105,18105,6233,Continuing care retirement communities and assisted living facilities for the elderly,572,466
18,107,18107,6233,Continuing care retirement communities and assisted living facilities for the elderly,38,31
18,127,18127,6233,Continuing care retirement communities and assisted living facilities for the elderly,201,164
18,133,18133,6233,Continuing care retirement communities and assisted living facilities for the elderly,241,196
18,141,18141,6233,Continuing care retirement communities and assisted living facilities for the elderly,1311,1068
18,143,18143,6233,Continuing care retirement communities and assisted living facilities for the elderly,25,20
18,157,18157,6233,Continuing care retirement communities and assisted living facilities for the elderly,701,571
18,163,18163,6233,Continuing care retirement communities and assisted living facilities for the elderly,572,466
18,167,18167,6233,Continuing care retirement communities and assisted living facilities for the elderly,480,391
18,169,18169,6233,Continuing care retirement communities and assisted living facilities for the elderly,777,633
18,173,18173,6233,Continuing care retirement communities and assisted living facilities for the elderly,189,154
18,177,18177,6233,Continuing care retirement communities and assisted living facilities for the elderly,418,341
19,13,19013,6233,Continuing care retirement communities and assisted living facilities for the elderly,227,185
19,15,19015,6233,Continuing care retirement communities and assisted living facilities for the elderly,43,35
19,17,19017,6233,Continuing care retirement communities and assisted living facilities for the elderly,39,32
19,27,19027,6233,Continuing care retirement communities and assisted living facilities for the elderly,7,6
19,33,19033,6233,Continuing care retirement communities and assisted living facilities for the elderly,60,49
19,43,19043,6233,Continuing care retirement communities and assisted living facilities for the elderly,31,25
19,45,19045,6233,Continuing care retirement communities and assisted living facilities for the elderly,12,10
19,49,19049,6233,Continuing care retirement communities and assisted living facilities for the elderly,56,46
19,57,19057,6233,Continuing care retirement communities and assisted living facilities for the elderly,25,20
19,61,19061,6233,Continuing care retirement communities and assisted living facilities for the elderly,89,73
19,65,19065,6233,Continuing care retirement communities and assisted living facilities for the elderly,36,29
19,87,19087,6233,Continuing care retirement communities and assisted living facilities for the elderly,10,8
19,103,19103,6233,Continuing care retirement communities and assisted living facilities for the elderly,107,87
19,113,19113,6233,Continuing care retirement communities and assisted living facilities for the elderly,128,104
19,125,19125,6233,Continuing care retirement communities and assisted living facilities for the elderly,38,31
19,139,19139,6233,Continuing care retirement communities and assisted living facilities for the elderly,64,52
19,149,19149,6233,Continuing care retirement communities and assisted living facilities for the elderly,12,10
19,153,19153,6233,Continuing care retirement communities and assisted living facilities for the elderly,333,271
19,155,19155,6233,Continuing care retirement communities and assisted living facilities for the elderly,51,42
19,163,19163,6233,Continuing care retirement communities and assisted living facilities for the elderly,136,111
19,167,19167,6233,Continuing care retirement communities and assisted living facilities for the elderly,5,4
19,169,19169,6233,Continuing care retirement communities and assisted living facilities for the elderly,112,91
19,179,19179,6233,Continuing care retirement communities and assisted living facilities for the elderly,46,37
19,181,19181,6233,Continuing care retirement communities and assisted living facilities for the elderly,43,35
19,183,19183,6233,Continuing care retirement communities and assisted living facilities for the elderly,61,50
19,187,19187,6233,Continuing care retirement communities and assisted living facilities for the elderly,52,42
19,193,19193,6233,Continuing care retirement communities and assisted living facilities for the elderly,75,61
20,9,20009,6233,Continuing care retirement communities and assisted living facilities for the elderly,183,149
20,11,20011,6233,Continuing care retirement communities and assisted living facilities for the elderly,92,75
20,15,20015,6233,Continuing care retirement communities and assisted living facilities for the elderly,260,212
20,27,20027,6233,Continuing care retirement communities and assisted living facilities for the elderly,95,77
20,29,20029,6233,Continuing care retirement communities and assisted living facilities for the elderly,198,161
20,35,20035,6233,Continuing care retirement communities and assisted living facilities for the elderly,222,181
20,37,20037,6233,Continuing care retirement communities and assisted living facilities for the elderly,256,209
20,41,20041,6233,Continuing care retirement communities and assisted living facilities for the elderly,107,87
20,45,20045,6233,Continuing care retirement communities and assisted living facilities for the elderly,631,514
20,51,20051,6233,Continuing care retirement communities and assisted living facilities for the elderly,454,370
20,57,20057,6233,Continuing care retirement communities and assisted living facilities for the elderly,215,175
20,59,20059,6233,Continuing care retirement communities and assisted living facilities for the elderly,154,125
20,79,20079,6233,Continuing care retirement communities and assisted living facilities for the elderly,501,408
20,91,20091,6233,Continuing care retirement communities and assisted living facilities for the elderly,4505,3670
